,DateTime,CO_ppm,OZONO_ppb,NO_ppb,NO2_ppb,NOX_ppb,Vel_Viento_ms,Dir_Viento_Grados,Temperatura_C,HR
7935,27,0.2233,19.665,2.097,14.707,16.804,0.9,220.0,13.7,81.78
7936,27,0.27793,17.385,4.311,16.705,21.016,1.7,268.0,14.0,81.77
7937,27,0.36777,10.611,7.022,19.346,26.368,2.0,287.0,15.2,74.32
7938,27,0.45906,1.319,9.591,24.673,34.264,1.2,317.0,12.9,79.07
7939,27,0.43319,0.474,13.224,20.887,34.111,0.2,174.0,11.9,82.64
7940,27,0.33925,0.592,6.108,20.546,26.655,0.3,59.0,11.5,83.26
7941,27,0.30843,0.871,7.144,18.807,25.951,0.2,11.0,11.3,84.13
7942,27,0.49257,0.629,21.757,16.798,38.555,0.4,332.0,11.4,83.92
7943,27,0.59376,0.788,35.095,17.719,52.814,0.4,275.0,10.9,83.21
7944,28,0.48276,0.658,32.615,15.366,47.981,0.2,315.0,10.3,82.52
7945,28,0.51558,0.584,39.031,12.453,51.483,0.4,245.0,10.0,84.37
7946,28,0.53809,0.54,46.176,11.728,57.904,0.2,214.0,10.2,85.14
7947,28,0.55098,0.39,51.111,10.557,61.668,0.2,315.0,9.5,85.05
7948,28,0.55121,0.351,56.758,10.603,67.362,0.3,290.0,9.1,83.25
7949,28,0.56993,0.903,60.549,9.522,70.071,0.3,324.0,8.6,84.31
7950,28,1.50846,1.044,132.685,13.252,145.937,0.5,301.0,9.8,83.48
7951,28,2.05504,1.717,126.324,27.636,153.959,0.6,354.0,14.0,78.08
7952,28,0.97631,8.657,44.447,29.067,73.514,0.3,325.0,18.7,56.98
7953,28,0.48805,17.621,19.131,20.982,40.113,1.0,352.0,22.0,39.95
7956,28,0.0854,25.166,5.115,10.544,15.659,1.0,8.0,22.2,44.44
7958,28,0.36052,30.786,4.808,22.293,27.101,2.8,281.0,19.5,56.56
7959,28,0.24942,31.253,4.748,18.289,23.037,3.5,291.0,18.0,66.99
7960,28,0.27741,22.166,2.446,19.347,21.793,1.7,241.0,15.7,73.36
7961,28,0.34133,15.487,2.401,19.039,21.439,1.7,319.0,12.0,81.78
7962,28,1.00099,1.706,23.841,30.12,53.961,0.8,276.0,10.6,85.91
7963,28,1.46804,0.47,43.144,31.402,74.545,0.3,129.0,11.0,86.05
7964,28,1.485,0.612,57.314,29.096,86.41,0.8,325.0,11.4,86.04
7965,28,1.37669,0.703,52.476,28.072,80.547,0.2,283.0,11.1,86.01
7966,28,1.59097,1.079,63.997,26.331,90.328,0.8,16.0,10.8,86.08
7967,28,0.9473,0.684,37.788,26.366,64.153,1.3,34.0,11.3,86.26
7968,29,0.70545,0.753,29.427,20.765,50.191,0.3,268.0,11.3,86.21
7969,29,0.70502,0.559,30.156,19.598,49.754,0.4,349.0,11.1,86.29
7970,29,0.46913,0.839,23.919,17.197,41.116,0.4,45.0,10.7,86.58
7971,29,0.15404,0.592,12.084,14.528,26.612,0.5,281.0,11.0,86.63
7972,29,0.13847,0.626,14.695,13.499,28.194,0.5,357.0,10.2,86.7
7973,29,0.36494,0.529,45.345,13.019,58.364,0.3,275.0,9.3,87.35
7974,29,1.13224,0.978,98.983,12.765,111.748,0.3,13.0,10.4,87.74
7975,29,1.65624,2.035,101.544,27.198,128.741,0.4,335.0,13.2,84.65
7976,29,1.14866,6.446,40.981,35.023,76.004,1.0,297.0,16.0,75.4
7977,29,1.43047,8.184,45.706,43.691,89.397,1.3,16.0,17.7,62.63
7978,29,0.93019,14.14,20.793,38.893,59.685,0.5,307.0,17.5,61.05
7979,29,0.5434,16.29,15.572,22.935,38.506,1.9,286.0,17.6,65.91
7980,29,0.44645,22.507,12.301,22.031,34.332,2.0,346.0,19.3,58.73
7981,29,0.40527,24.758,9.782,20.764,30.547,2.6,300.0,19.3,58.01
7982,29,0.29653,27.449,6.755,18.99,25.745,3.5,292.0,17.6,65.88
7983,29,0.16607,24.139,3.137,16.069,19.207,2.6,331.0,15.6,72.25
7984,29,0.21294,18.356,1.777,19.127,20.904,1.7,17.0,12.8,82.81
7985,29,0.66782,5.854,16.884,30.717,47.601,1.0,271.0,13.3,84.38
7986,29,1.078,0.689,25.993,32.516,58.509,0.5,284.0,12.1,84.21
7987,29,2.064,0.621,72.774,30.16,102.934,0.3,11.0,11.9,84.71
7988,29,2.5129,0.797,100.33,30.715,131.046,0.4,314.0,12.1,85.1
7989,29,2.62252,0.962,104.74,28.131,132.871,0.2,250.0,12.0,85.52
7990,29,3.06137,0.69,140.995,25.701,166.696,0.2,342.0,11.4,85.25
7991,29,2.99529,0.672,157.208,21.279,178.488,0.4,267.0,10.7,84.82
7992,30,2.07674,0.844,130.572,20.179,150.751,0.2,144.0,9.6,83.83
7993,30,1.41292,0.684,104.317,19.973,124.289,0.0,260.0,9.2,85.64
7994,30,1.33729,0.694,104.768,16.466,121.234,0.3,142.0,9.1,87.13
7995,30,0.80511,0.739,69.285,12.055,81.34,0.3,38.0,10.0,86.57
7996,30,0.66442,0.555,55.665,11.576,67.242,0.1,13.0,9.9,86.3
7997,30,0.68998,0.67,51.651,12.163,63.814,0.1,36.0,8.9,86.66
7998,30,1.98344,1.036,149.334,13.633,162.967,0.3,330.0,10.0,86.03
7999,30,1.5362,2.815,78.535,28.699,107.233,0.6,342.0,14.3,80.07
8000,30,0.61707,10.52,23.245,26.049,49.294,0.6,75.0,17.7,63.96
8001,30,0.34489,14.196,15.462,20.024,35.486,0.9,126.0,18.7,51.97
8002,30,0.0,19.045,4.27,7.333,11.603,1.2,47.0,20.9,45.67
8003,30,0.0,20.495,4.556,8.432,12.987,0.8,298.0,21.7,43.04
8004,30,0.0,15.254,5.124,8.218,13.342,2.2,138.0,19.0,48.75
8027,1,0.26251,22.527,6.376,30.653,37.029,1.2,109.0,20.7,43.99
8028,1,0.0,17.539,1.344,11.682,13.026,1.6,162.0,22.6,39.6
8029,1,0.0,16.379,1.771,10.405,12.176,1.5,104.0,21.5,40.29
8030,1,0.0,17.104,1.425,8.534,9.958,2.8,110.0,21.6,41.67
8031,1,0.32897,13.488,7.943,21.61,29.553,1.1,300.0,20.2,54.33
8032,1,0.54643,8.727,15.425,28.627,44.052,3.3,298.0,17.6,68.39
8033,1,0.43346,6.871,7.451,26.897,34.348,2.8,307.0,15.6,73.37
8034,1,0.51611,2.669,5.642,25.762,31.404,1.5,6.0,13.5,79.59
8035,1,0.52986,1.106,11.053,27.929,38.982,1.4,349.0,12.9,83.14
8036,1,0.96484,0.441,37.343,26.112,63.455,0.9,313.0,12.9,83.65
8037,1,0.98719,0.519,42.564,23.877,66.441,0.6,291.0,12.6,83.65
8038,1,1.00768,0.306,48.869,19.759,68.628,0.1,318.0,12.1,82.75
8039,1,1.17579,0.309,61.429,17.921,79.35,0.4,255.0,11.8,83.75
8040,2,0.84064,0.683,44.503,16.951,61.454,0.2,349.0,11.2,83.62
8041,2,0.76774,0.428,44.93,16.26,61.191,0.6,350.0,10.9,83.36
8042,2,0.68072,0.518,45.687,15.815,61.503,0.5,303.0,11.1,84.4
8043,2,0.60818,0.356,48.165,15.659,63.825,0.3,270.0,11.3,84.37
8044,2,0.41981,0.106,36.346,14.173,50.519,0.3,188.0,10.8,85.08
8045,2,0.46253,0.122,43.354,12.035,55.389,0.4,75.0,10.4,85.84
8046,2,0.35364,0.837,28.554,14.349,42.903,0.1,254.0,11.7,86.12
8047,2,0.69804,1.274,42.637,19.052,61.689,0.5,275.0,13.7,83.22
8048,2,0.70363,2.203,36.738,21.365,58.103,0.9,293.0,14.4,81.9
8049,2,0.4507,6.201,21.35,17.908,39.258,0.5,105.0,15.8,69.58
8050,2,0.09192,11.95,6.098,9.557,15.655,1.2,276.0,18.4,54.93
8051,2,0.10515,13.341,6.33,9.529,15.859,0.4,113.0,19.0,53.41
8052,2,0.0,13.108,3.205,4.627,7.831,1.7,158.0,19.3,50.72
8053,2,0.0,13.572,2.46,4.179,6.639,1.0,148.0,19.9,49.11
8054,2,0.01925,12.714,2.402,4.327,6.728,1.4,131.0,19.8,49.0
8055,2,0.0,13.078,2.151,3.916,6.067,1.6,140.0,20.4,45.94
8056,2,0.03524,11.734,2.99,5.01,8.0,2.2,120.0,18.8,51.8
8057,2,0.05376,9.425,3.444,6.572,10.016,1.9,135.0,16.9,57.66
8058,2,0.06156,6.871,2.156,8.255,10.411,1.3,143.0,15.4,62.06
8059,2,0.04085,7.957,2.46,7.639,10.099,1.9,118.0,14.8,64.68
8060,2,0.05374,6.782,2.734,8.807,11.54,1.7,102.0,14.9,64.69
8061,2,0.06561,5.583,2.668,10.056,12.724,1.4,110.0,14.6,66.32
8062,2,0.01264,7.341,1.608,8.704,10.312,1.4,101.0,14.2,66.01
8069,3,0.07901,0.994,6.493,11.157,17.651,0.4,17.0,11.5,81.28
8070,3,0.40752,1.319,27.25,12.232,39.481,1.1,288.0,12.7,80.52
8071,3,0.41089,2.668,27.485,13.364,40.848,1.2,309.0,14.8,74.08
8072,3,0.35361,6.183,21.039,12.696,33.735,1.5,270.0,16.3,70.22
8073,3,0.07926,12.849,7.24,6.465,13.705,1.4,156.0,19.2,54.88
8081,3,0.03537,9.189,1.703,7.019,8.722,0.7,137.0,14.8,70.83
8082,3,0.07305,6.616,1.41,9.27,10.68,0.4,229.0,12.7,78.99
8083,3,0.03715,8.607,1.016,8.44,9.456,1.9,69.0,12.7,76.94
8084,3,0.0928,6.02,1.764,10.601,12.365,0.9,126.0,12.6,76.77
8085,3,0.06533,6.932,1.694,11.277,12.972,1.0,166.0,12.2,76.7
8086,3,0.02087,8.689,0.834,8.846,9.68,1.0,139.0,12.4,73.32
8087,3,0.0,11.418,0.5,7.346,7.846,1.0,152.0,12.4,72.49
8088,4,0.0,8.116,0.447,10.028,10.475,0.5,192.0,12.1,73.83
8089,4,0.02737,5.22,1.279,9.552,10.83,0.5,327.0,11.5,78.2
8090,4,0.08708,3.075,3.375,13.453,16.828,1.3,333.0,12.2,77.47
8091,4,0.13678,1.288,6.77,15.566,22.336,0.8,345.0,12.2,77.99
8092,4,0.16088,0.759,9.272,15.234,24.506,1.0,324.0,12.0,79.03
8093,4,0.20135,0.9,15.64,13.236,28.875,0.4,271.0,11.9,80.88
8094,4,0.30813,1.482,23.275,12.731,36.006,0.6,314.0,12.2,83.24
8095,4,0.36974,3.787,29.336,14.127,43.463,1.2,316.0,13.9,80.06
8096,4,0.02643,13.089,5.542,5.965,11.507,0.8,125.0,18.4,55.24
8097,4,0.14483,11.649,5.86,8.301,14.161,1.7,244.0,15.7,68.71
8098,4,0.15937,12.34,5.617,7.472,13.09,1.4,277.0,14.6,78.29
8099,4,0.05825,12.912,4.606,5.586,10.192,1.5,214.0,16.8,67.77
8107,4,0.07755,7.931,1.615,9.754,11.368,1.7,89.0,13.3,68.04
8108,4,0.1099,8.213,2.874,10.278,13.152,1.7,92.0,14.0,65.26
8109,4,0.22464,2.169,5.07,14.465,19.536,1.4,62.0,13.4,71.39
8110,4,0.17329,2.734,3.782,13.824,17.606,1.2,53.0,12.4,77.68
8111,4,0.21441,0.902,6.947,13.35,20.297,0.6,292.0,11.5,81.61
8112,5,0.14041,1.054,4.966,12.412,17.377,0.6,334.0,11.2,83.91
8113,5,0.17004,0.42,9.166,11.873,21.039,0.5,342.0,10.3,82.0
8114,5,0.09323,0.629,6.053,10.375,16.428,1.1,48.0,9.6,84.89
8115,5,0.09895,0.348,8.263,10.381,18.643,0.5,337.0,9.2,84.78
8116,5,0.17709,0.529,30.158,11.575,41.733,0.9,66.0,9.3,85.4
8117,5,0.15336,1.384,14.11,14.062,28.172,1.1,69.0,9.4,85.23
8118,5,0.37522,2.891,18.392,15.085,33.477,1.4,59.0,10.7,83.57
8119,5,0.67495,6.432,28.805,16.883,45.688,0.7,98.0,17.9,59.08
8120,5,0.10962,15.278,6.489,7.13,13.618,1.7,91.0,19.7,43.49
8122,5,0.0,21.827,2.382,3.573,5.956,2.2,117.0,20.7,39.72
8123,5,0.0,21.749,2.29,3.72,6.01,2.4,129.0,20.3,40.46
8124,5,0.005,20.145,2.771,4.54,7.311,2.2,159.0,19.8,42.25
8125,5,0.0,20.468,2.296,3.299,5.596,2.5,121.0,21.1,41.06
8126,5,0.0,20.658,1.974,3.243,5.217,1.7,149.0,21.2,41.19
8127,5,0.0,21.345,1.91,3.43,5.34,1.9,118.0,21.8,37.92
8128,5,0.00844,20.066,2.422,4.797,7.219,2.1,115.0,20.7,39.86
8129,5,0.13332,16.317,3.19,8.502,11.693,2.2,124.0,17.4,52.24
8130,5,0.283,8.864,4.692,15.297,19.989,2.0,107.0,15.3,60.6
8131,5,0.20377,9.194,4.283,14.07,18.353,1.9,116.0,14.5,63.25
8132,5,0.11366,10.76,2.655,11.775,14.43,1.9,118.0,14.4,63.62
8133,5,0.03933,11.897,1.228,8.723,9.951,1.6,128.0,14.6,63.51
8134,5,0.44014,4.73,25.184,18.479,43.664,0.8,281.0,14.3,67.38
8135,5,0.36102,0.835,19.157,21.412,40.569,1.5,337.0,13.6,70.39
8136,6,0.17986,1.566,5.189,19.124,24.313,0.9,329.0,13.2,72.54
8137,6,0.04773,3.584,2.008,14.886,16.894,1.2,3.0,12.7,73.45
8138,6,0.02061,2.737,1.152,12.353,13.505,0.6,63.0,12.2,76.88
8139,6,0.06126,0.964,1.669,14.355,16.024,0.6,63.0,11.7,78.92
8140,6,0.1941,0.792,21.791,16.517,38.308,0.8,301.0,11.3,80.18
8141,6,0.19955,1.556,25.581,14.405,39.987,0.9,50.0,10.9,80.84
8142,6,0.30302,3.606,9.131,16.328,25.459,2.2,64.0,12.9,71.18
8143,6,0.48277,6.55,14.165,15.275,29.439,2.4,89.0,13.5,65.99
8144,6,0.21613,13.192,5.17,9.571,14.741,1.1,137.0,14.8,60.72
8148,6,0.23615,19.861,2.388,4.433,6.821,1.1,177.0,19.5,46.8
8149,6,0.14271,21.629,1.909,3.563,5.471,1.3,148.0,21.3,39.92
8150,6,0.09923,23.386,2.062,4.033,6.096,2.2,143.0,20.5,38.1
8151,6,0.07968,26.987,2.029,3.725,5.754,2.4,162.0,21.3,36.13
8152,6,0.10218,26.143,1.805,4.315,6.12,1.9,186.0,20.5,38.2
8153,6,0.16582,23.883,1.689,6.559,8.248,2.0,154.0,18.2,44.12
8154,6,0.32255,15.085,1.887,14.212,16.099,1.6,152.0,14.6,54.52
8155,6,0.31571,9.399,1.111,16.447,17.558,1.2,140.0,12.0,63.51
8156,6,0.34251,7.246,2.973,17.499,20.472,0.4,103.0,10.1,69.59
8157,6,0.67187,2.149,21.065,20.356,41.421,0.6,336.0,9.1,77.71
8158,6,1.16913,0.74,52.618,18.947,71.565,0.8,236.0,8.2,81.54
8159,6,1.52324,0.825,55.76,19.041,74.801,0.4,3.0,7.1,83.12
8160,7,1.04867,0.961,37.272,19.075,56.347,0.4,336.0,6.7,84.04
8161,7,0.79664,0.789,36.449,16.964,53.413,0.5,252.0,6.6,84.53
8162,7,0.76305,0.853,38.725,14.149,52.874,0.4,353.0,6.6,85.43
8163,7,0.60982,0.786,36.587,15.551,52.138,0.4,289.0,6.2,85.93
8164,7,0.61477,0.901,46.327,11.61,57.937,0.4,245.0,5.8,86.65
8165,7,0.62489,0.787,62.739,10.603,73.342,0.2,301.0,5.7,86.95
8166,7,1.22823,1.536,101.917,13.852,115.769,0.8,7.0,7.8,86.84
8167,7,1.39302,3.755,76.798,25.979,102.777,1.1,19.0,15.0,68.59
8168,7,0.86389,12.766,29.398,24.808,54.206,1.0,315.0,18.8,43.81
8169,7,0.56126,18.455,13.122,17.331,30.453,1.6,11.0,20.6,41.73
8170,7,0.16056,20.414,3.505,6.443,9.948,1.2,98.0,20.4,43.01
8171,7,0.13045,21.837,2.44,4.085,6.525,2.1,97.0,20.5,43.91
8172,7,0.17742,21.488,2.886,5.419,8.305,1.0,297.0,20.6,45.06
8173,7,0.13525,21.414,2.671,5.275,7.946,2.6,118.0,20.2,45.64
8174,7,0.11343,20.454,2.204,4.163,6.367,1.3,108.0,20.7,43.02
8175,7,0.1318,19.491,2.423,5.188,7.611,2.5,55.0,20.4,44.98
8176,7,0.3514,14.833,8.539,12.869,21.407,0.4,207.0,19.1,49.51
8177,7,0.2595,15.765,4.594,9.57,14.163,1.6,122.0,17.7,49.22
8178,7,0.24892,13.551,2.194,10.322,12.517,1.8,152.0,15.8,54.15
8179,7,0.28297,9.839,2.488,12.767,15.254,1.7,136.0,14.6,60.53
8180,7,0.18208,12.288,1.591,9.946,11.537,1.6,146.0,14.6,60.49
8181,7,0.25177,6.703,2.472,13.569,16.041,1.5,146.0,13.6,64.27
8182,7,0.45975,0.773,11.793,18.261,30.054,0.7,126.0,11.7,71.63
8183,7,0.31992,2.162,9.077,15.296,24.373,0.9,114.0,11.6,77.03
8184,8,0.29081,1.678,4.749,15.232,19.981,1.6,47.0,12.7,73.51
8185,8,0.3309,1.358,7.208,15.037,22.245,0.9,186.0,11.6,81.98
8186,8,0.40988,2.325,6.931,16.508,23.439,0.4,340.0,11.3,83.99
8187,8,0.49585,0.266,19.506,15.509,35.015,0.7,350.0,10.8,84.91
8188,8,0.51358,0.582,23.481,13.774,37.255,0.4,225.0,10.2,86.16
8189,8,0.58489,0.723,29.031,14.585,43.616,0.3,146.0,11.1,86.29
8190,8,0.6838,1.477,27.848,15.589,43.437,0.2,167.0,12.2,85.34
8191,8,1.17475,1.916,44.511,20.967,65.478,0.8,303.0,13.6,80.7
8192,8,1.44731,1.3,54.613,22.051,76.663,0.2,4.0,13.5,78.0
8193,8,1.42172,1.137,50.749,21.69,72.439,0.2,198.0,13.1,80.3
8194,8,0.64179,7.154,18.916,15.861,34.776,1.1,238.0,14.1,76.15
8195,8,0.47064,11.79,11.237,12.08,23.317,0.7,221.0,15.5,67.38
8196,8,0.34621,14.382,7.948,8.655,16.602,1.7,227.0,18.4,54.34
8197,8,0.32015,18.473,5.895,7.854,13.75,1.8,286.0,19.1,49.7
8198,8,0.22999,17.874,3.144,5.611,8.755,0.8,106.0,18.7,51.19
8199,8,0.27435,13.149,4.138,6.766,10.904,2.5,42.0,16.7,63.35
8200,8,0.31366,10.559,3.841,8.709,12.55,2.6,43.0,15.3,67.77
8201,8,0.48145,5.34,6.528,14.086,20.614,2.0,58.0,14.3,70.55
8202,8,0.56684,2.506,6.259,16.834,23.093,2.3,64.0,13.7,69.39
8203,8,0.7189,0.967,14.946,16.779,31.725,1.7,52.0,13.0,72.54
8204,8,0.64572,0.772,16.263,16.126,32.389,1.9,48.0,12.8,72.18
8205,8,0.67166,1.243,21.977,15.643,37.62,1.4,42.0,12.9,70.46
8206,8,0.40656,2.233,10.51,14.915,25.425,1.2,84.0,13.0,69.23
8207,8,0.48239,1.103,16.797,14.296,31.094,1.2,73.0,11.6,74.99
8208,9,0.38537,1.806,12.008,13.548,25.557,0.4,305.0,11.8,73.92
8209,9,0.54333,0.848,23.566,12.318,35.884,0.3,331.0,10.6,73.68
8210,9,0.37352,2.327,14.052,11.753,25.806,0.8,74.0,11.4,73.83
8211,9,0.20222,6.121,3.362,9.809,13.172,1.4,77.0,12.8,69.84
8212,9,0.19907,5.315,3.389,10.265,13.654,1.0,52.0,12.6,70.8
8213,9,0.42243,1.057,20.087,13.93,34.017,1.1,323.0,11.6,75.77
8214,9,0.78831,1.449,37.734,13.314,51.047,0.8,328.0,11.5,76.41
8215,9,0.99055,3.014,37.04,15.905,52.945,1.8,295.0,14.9,67.38
8216,9,0.75738,9.27,23.391,15.402,38.793,1.9,266.0,17.7,60.05
8217,9,0.52719,12.144,10.492,12.278,22.77,1.0,232.0,18.1,57.69
8218,9,0.25407,16.244,4.268,6.073,10.34,2.0,205.0,18.7,51.13
8219,9,0.21492,18.395,3.244,4.12,7.363,2.7,198.0,19.2,49.85
8220,9,0.19958,19.305,2.628,3.396,6.024,2.9,182.0,19.8,47.22
8221,9,0.18878,20.081,2.043,2.956,4.998,2.1,172.0,20.0,47.39
8222,9,0.19213,19.678,2.23,3.008,5.238,2.3,165.0,20.5,46.11
8223,9,0.21455,18.181,2.357,3.842,6.199,1.9,148.0,19.0,49.77
8224,9,0.21738,16.837,1.727,4.562,6.289,1.3,117.0,17.9,53.23
8225,9,0.30505,12.54,2.781,8.36,11.142,1.2,180.0,15.6,59.3
8226,9,0.33084,9.382,2.009,10.62,12.629,1.3,121.0,14.6,62.52
8227,9,0.26348,11.444,1.384,8.427,9.811,1.6,144.0,14.5,62.52
8228,9,0.40364,4.167,4.162,13.417,17.579,0.5,61.0,13.4,67.32
8229,9,0.28087,8.906,1.834,9.619,11.453,1.4,114.0,13.2,66.58
8230,9,0.4617,2.121,6.39,15.04,21.431,1.9,70.0,12.8,70.23
8231,9,0.29039,7.881,3.098,11.51,14.608,1.3,110.0,13.4,64.61
8232,10,0.22488,10.794,0.736,9.322,10.059,1.2,121.0,13.2,66.57
8233,10,0.30573,5.791,3.055,9.959,13.014,0.2,36.0,11.2,71.67
8234,10,0.26299,5.883,3.048,10.878,13.926,0.9,67.0,12.4,69.88
8235,10,0.24358,3.068,1.856,11.338,13.195,0.5,258.0,12.2,72.54
8236,10,0.39479,1.03,13.009,12.25,25.259,0.6,304.0,11.6,76.54
8237,10,0.42745,0.688,14.661,12.474,27.134,1.1,330.0,11.6,78.19
8238,10,0.41839,3.448,12.137,11.237,23.374,1.3,29.0,12.9,74.81
8239,10,0.25891,10.842,3.588,7.545,11.133,1.7,43.0,15.0,64.18
8240,10,0.1982,15.088,2.539,4.463,7.002,0.5,73.0,17.3,56.42
8241,10,0.29115,15.65,5.113,6.826,11.938,0.6,141.0,19.3,50.15
8242,10,0.13159,20.76,1.049,1.693,2.742,2.7,131.0,21.1,42.1
8243,10,0.13919,21.085,1.268,1.934,3.202,2.9,119.0,21.2,41.27
8244,10,0.15487,20.54,1.375,2.254,3.63,2.7,100.0,20.7,42.77
8245,10,0.14243,20.279,1.163,1.859,3.022,2.5,109.0,21.8,39.85
8246,10,0.17115,19.561,1.518,2.748,4.267,2.7,98.0,20.0,46.15
8247,10,0.14906,19.766,1.101,2.199,3.3,2.6,112.0,19.8,45.39
8248,10,0.1601,19.043,1.039,2.742,3.781,1.9,102.0,19.3,46.0
8249,10,0.17843,18.883,1.069,3.873,4.942,2.0,108.0,18.1,49.9
8250,10,0.22208,15.216,0.756,6.321,7.077,1.6,124.0,16.3,55.14
8251,10,0.22007,14.14,0.391,7.094,7.484,1.0,100.0,14.5,61.61
8252,10,0.71165,2.175,15.37,16.805,32.175,0.4,1.0,13.1,72.87
8253,10,0.25454,13.884,2.252,7.618,9.87,1.8,115.0,14.7,64.1
8254,10,0.225,12.236,0.817,7.654,8.472,0.6,77.0,13.2,66.86
8255,10,0.54946,0.706,12.955,16.629,29.584,1.5,329.0,13.0,73.51
8256,11,0.37275,0.771,6.339,14.018,20.358,0.8,317.0,12.4,80.12
8257,11,0.42577,0.352,16.663,15.24,31.903,1.4,294.0,12.2,83.14
8258,11,0.27851,0.443,5.45,14.104,19.554,1.3,286.0,11.9,82.36
8259,11,0.26458,0.423,6.471,14.898,21.369,1.1,304.0,11.9,82.41
8260,11,0.2968,0.622,5.197,12.843,18.04,0.3,253.0,11.7,84.83
8261,11,0.31266,0.701,10.454,11.85,22.304,0.4,326.0,11.0,85.04
8262,11,0.58269,0.855,26.634,14.934,41.568,0.7,16.0,11.9,85.22
8263,11,0.91762,2.277,34.343,15.502,49.845,1.1,321.0,13.3,82.48
8264,11,1.238,2.943,44.89,21.484,66.374,1.3,297.0,15.2,73.11
8265,11,0.81141,7.012,24.395,19.548,43.943,0.6,274.0,17.3,61.48
8266,11,0.30036,14.021,6.089,8.949,15.038,0.8,161.0,17.2,57.53
8267,11,0.32958,14.208,6.101,10.634,16.735,1.1,226.0,17.1,59.47
8268,11,0.37258,12.163,7.075,10.123,17.198,1.1,341.0,16.1,72.0
8269,11,0.32855,14.055,6.87,9.416,16.285,1.2,200.0,17.7,61.52
8270,11,0.14988,14.507,2.405,4.31,6.715,1.8,156.0,16.1,56.22
8271,11,0.30509,11.603,6.145,8.595,14.739,1.5,325.0,16.7,57.77
8272,11,0.55081,8.084,16.586,16.374,32.961,1.8,316.0,16.9,57.1
8273,11,0.953,3.147,27.564,23.392,50.956,1.0,295.0,15.9,61.68
8274,11,0.54048,5.766,11.115,13.992,25.107,1.5,151.0,14.6,61.51
8275,11,0.28566,7.54,3.526,10.738,14.264,1.5,139.0,14.6,59.77
8276,11,0.30103,5.734,4.515,11.712,16.227,1.6,102.0,14.1,63.22
8277,11,0.41589,1.403,9.503,13.783,23.286,1.0,23.0,12.9,71.21
8278,11,0.40715,1.334,10.265,13.382,23.647,1.6,6.0,12.6,74.1
8279,11,0.17252,5.494,1.622,10.2,11.822,2.0,31.0,12.5,75.24
8280,12,0.15407,2.787,1.892,11.997,13.889,1.6,29.0,11.7,78.49
8281,12,0.15729,1.171,2.818,12.151,14.969,0.8,11.0,11.5,79.72
8282,12,0.15752,0.492,5.705,11.439,17.145,0.7,355.0,11.1,81.1
8283,12,0.11894,4.351,2.3,7.993,10.293,1.1,29.0,10.7,81.76
8284,12,0.12304,3.341,1.884,8.19,10.074,1.0,37.0,10.3,81.87
8285,12,0.2163,0.888,6.903,11.689,18.592,1.1,22.0,10.4,82.45
8286,12,0.4293,3.365,13.75,11.654,25.403,1.9,58.0,13.7,70.08
8287,12,0.47018,6.219,12.668,11.314,23.982,2.2,47.0,15.2,63.48
8288,12,0.44438,9.768,11.471,9.469,20.941,1.8,48.0,17.6,56.47
8289,12,0.22621,15.221,4.984,5.452,10.436,1.7,106.0,18.8,49.05
8290,12,0.14877,16.957,2.781,3.209,5.99,2.5,139.0,19.1,48.64
8291,12,0.16096,16.651,2.843,3.486,6.329,2.1,143.0,19.5,48.34
8292,12,0.15435,16.868,3.338,3.715,7.053,2.4,148.0,19.7,47.56
8293,12,0.16135,18.846,3.056,3.434,6.49,2.1,141.0,22.1,39.62
8294,12,0.1539,19.241,2.223,3.603,5.826,1.8,131.0,21.6,39.4
8297,12,0.31139,10.995,2.537,8.428,10.965,1.2,121.0,19.4,46.03
8298,12,0.38518,8.211,3.614,11.501,15.115,0.6,119.0,16.6,58.68
8299,12,0.29382,7.57,2.745,9.86,12.605,0.3,138.0,15.6,61.01
8300,12,0.5507,1.503,11.82,18.204,30.024,0.9,345.0,14.0,74.96
8301,12,0.59862,1.335,14.929,17.083,32.011,0.5,27.0,12.7,76.61
8302,12,0.64868,1.327,22.096,14.783,36.879,0.7,287.0,12.3,78.49
8303,12,0.87467,1.1,36.901,14.946,51.847,0.3,328.0,12.4,79.16
8304,13,0.65747,1.0,26.239,13.883,40.121,0.1,88.0,12.3,82.41
8305,13,0.49077,1.41,19.07,11.503,30.573,0.6,29.0,12.0,83.97
8306,13,0.29062,3.035,11.578,7.315,18.893,0.7,325.0,11.5,82.68
8307,13,0.1733,3.254,6.067,6.175,12.242,0.1,69.0,10.7,84.24
8308,13,0.15161,3.349,6.0,6.592,12.592,1.8,30.0,10.4,82.7
8309,13,0.16985,2.486,5.586,7.66,13.246,1.3,26.0,10.3,82.67
8310,13,0.34149,1.771,10.038,11.684,21.722,1.8,45.0,11.4,81.57
8311,13,0.53363,2.031,17.19,16.808,33.998,1.7,41.0,14.3,74.06
8312,13,0.4221,5.035,11.94,11.932,23.872,3.2,27.0,17.7,58.64
8313,13,0.30004,7.072,6.525,9.094,15.62,3.0,38.0,17.4,58.27
8314,13,0.26842,8.603,5.22,9.086,14.306,2.9,43.0,18.0,59.64
8315,13,0.25034,12.518,3.815,7.853,11.668,1.7,96.0,19.8,48.52
8316,13,0.2013,14.762,2.802,6.177,8.979,2.8,143.0,20.3,44.74
8317,13,0.20353,14.397,2.577,6.124,8.702,2.5,146.0,20.5,43.45
